tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,itaigi,is_variant
siau-sán-lo̍h-bah,淆山路跨,12,siau-sán-lo̍h-bah,siau1san2loh8bah4,siau1san2loh8bah4,ㄒㄧㄠㄙㄢˋㄌㄛㆷ̇ㆠㄚㆷ,siausanlohbah,siausanlohbah,ㄒㄧㄠㄙㄢㄌㄛㆷㆠㄚㆷ,sslb,sslb,ㄒㄙㄌㆠ,True,False
tām-kang-tāi-ha̍k,淡江大學,12,tām-kang-tāi-ha̍k,tam7kang1tai7hak8,tam7kang1tai7hak8,ㄉㆰ˫ㄍㄤㄉㄞ˫ㄏㄚㆻ̇,tamkangtaihak,tamkangtaihak,ㄉㆰㄍㄤㄉㄞㄏㄚㆻ,tkth,tkth,ㄉㄍㄉㄏ,True,False
tsīng-khòng-pâi-hòng,淨空排放,12,chēng-khòng-pâi-hòng,tsing7khong3pai5hong3,cheng7khong3pai5hong3,ㄐㄧㄥ˫ㄎㆲ˪ㄅㄞˊㄏㆲ˪,tsingkhongpaihong,chengkhongpaihong,ㄐㄧㄥㄎㆲㄅㄞㄏㆲ,tkph,ckph,ㄐㄎㄅㄏ,True,False
tsīng-khòng-pâi-tû,淨空排除,12,chēng-khòng-pâi-tû,tsing7khong3pai5tu5,cheng7khong3pai5tu5,ㄐㄧㄥ˫ㄎㆲ˪ㄅㄞˊㄉㄨˊ,tsingkhongpaitu,chengkhongpaitu,ㄐㄧㄥㄎㆲㄅㄞㄉㄨ,tkpt,ckpt,ㄐㄎㄅㄉ,True,False
tsīng-lîng-pâi-hòng,淨零排放,12,chēng-lêng-pâi-hòng,tsing7ling5pai5hong3,cheng7leng5pai5hong3,ㄐㄧㄥ˫ㄌㄧㄥˊㄅㄞˊㄏㆲ˪,tsinglingpaihong,chenglengpaihong,ㄐㄧㄥㄌㄧㄥㄅㄞㄏㆲ,tlph,clph,ㄐㄌㄅㄏ,True,False
tshim-tsân-ha̍k-si̍p,深層學習,12,chhim-chân-ha̍k-si̍p,tshim1tsan5hak8sip8,chhim1chan5hak8sip8,ㄑㄧㆬㄗㄢˊㄏㄚㆻ̇ㄒㄧㆴ̇,tshimtsanhaksip,chhimchanhaksip,ㄑㄧㆬㄗㄢㄏㄚㆻㄒㄧㆴ,tths,cchs,ㄑㄗㄏㄒ,True,False
tshim-suann-nâ-té,深山林底,12,chhim-soaⁿ-nâ-té,tshim1suann1na5te2,chhim1soann1na5te2,ㄑㄧㆬㄙㄨㆩㄋㄚˊㄉㆤˋ,tshimsuannnate,chhimsoannnate,ㄑㄧㆬㄙㄨㆩㄋㄚㄉㆤ,tsnt,csnt,ㄑㄙㄋㄉ,True,False
chhim-tōo-ha̍k-si̍p,深度學習,12,chhim-tō͘-ha̍k-si̍p,chhim1too7hak8sip8,chhim1too7hak8sip8,,chhimtoohaksip,chhimtoohaksip,,cths,cths,,True,False
tshim-tōo-ha̍k-si̍p,深度學習,12,chhim-tō͘-ha̍k-si̍p,tshim1too7hak8sip8,chhim1too7hak8sip8,ㄑㄧㆬㄉㆦ˫ㄏㄚㆻ̇ㄒㄧㆴ̇,tshimtoohaksip,chhimtoohaksip,ㄑㄧㆬㄉㆦㄏㄚㆻㄒㄧㆴ,tths,cths,ㄑㄉㄏㄒ,True,False
tshing-kiāu-á-siàu,清撬仔數,12,chheng-kiāu-á-siàu,tshing1kiau7a2siau3,chheng1kiau7a2siau3,ㄑㄧㄥㄍㄧㄠ˫ㄚˋㄒㄧㄠ˪,tshingkiauasiau,chhengkiauasiau,ㄑㄧㄥㄍㄧㄠㄚㄒㄧㄠ,tkas,ckas,ㄑㄍㄚㄒ,True,False
tshing-khì-liu-liu,清氣溜溜,12,chheng-khì-liu-liu,tshing1khi3liu1liu1,chheng1khi3liu1liu1,ㄑㄧㄥㄎㄧ˪ㄌㄧㄨㄌㄧㄨ,tshingkhiliuliu,chhengkhiliuliu,ㄑㄧㄥㄎㄧㄌㄧㄨㄌㄧㄨ,tkll,ckll,ㄑㄎㄌㄌ,True,False
tshing-tshing-pe̍h-pe̍h,清清白白,12,chheng-chheng-pe̍h-pe̍h,tshing1tshing1peh8peh8,chheng1chheng1peh8peh8,ㄑㄧㄥㄑㄧㄥㄅㆤㆷ̇ㄅㆤㆷ̇,tshingtshingpehpeh,chhengchhengpehpeh,ㄑㄧㄥㄑㄧㄥㄅㆤㆷㄅㆤㆷ,ttpp,ccpp,ㄑㄑㄅㄅ,True,False
tshing-tshing-pi̍k-pi̍k,清清白白,12,chheng-chheng-pe̍k-pe̍k,tshing1tshing1pik8pik8,chheng1chheng1pek8pek8,ㄑㄧㄥㄑㄧㄥㄅㄧㆻ̇ㄅㄧㆻ̇,tshingtshingpikpik,chhengchhengpekpek,ㄑㄧㄥㄑㄧㄥㄅㄧㆻㄅㄧㆻ,ttpp,ccpp,ㄑㄑㄅㄅ,True,False
tshing-kiat-tuī-uân,清潔隊員,12,chheng-kiat-tūi-oân,tshing1kiat4tui7uan5,chheng1kiat4tui7oan5,ㄑㄧㄥㄍㄧㄚㆵㄉㄨㄧ˫ㄨㄢˊ,tshingkiattuiuan,chhengkiattuioan,ㄑㄧㄥㄍㄧㄚㆵㄉㄨㄧㄨㄢ,tktu,ckto,ㄑㄍㄉㄨ,True,False
tshing-huâ-tāi-ha̍k,清華大學,12,chheng-hôa-tāi-ha̍k,tshing1hua5tai7hak8,chheng1hoa5tai7hak8,ㄑㄧㄥㄏㄨㄚˊㄉㄞ˫ㄏㄚㆻ̇,tshinghuataihak,chhenghoataihak,ㄑㄧㄥㄏㄨㄚㄉㄞㄏㄚㆻ,thth,chth,ㄑㄏㄉㄏ,True,False
káng-khuah-tsuí-tshim,港闊水深,12,káng-khoah-chúi-chhim,kang2khuah4tsui2tshim1,kang2khoah4chui2chhim1,ㄍㄤˋㄎㄨㄚㆷㄗㄨㄧˋㄑㄧㆬ,kangkhuahtsuitshim,kangkhoahchuichhim,ㄍㄤㄎㄨㄚㆷㄗㄨㄧㄑㄧㆬ,kktt,kkcc,ㄍㄎㄗㄑ,True,False
iû-íng-khoo-á,游泳箍仔,12,iû-éng-kho͘-á,iu5ing2khoo1a2,iu5eng2khoo1a2,ㄧㄨˊㄧㄥˋㄎㆦㄚˋ,iuingkhooa,iuengkhooa,ㄧㄨㄧㄥㄎㆦㄚ,iika,ieka,ㄧㄧㄎㄚ,True,True
tsún-bô-khuànn-tio̍h,準無看著,12,chún-bô-khòaⁿ-tio̍h,tsun2bo5khuann3tioh8,chun2bo5khoann3tioh8,ㄗㄨㄣˋㆠㄛˊㄎㄨㆩ˪ㄉㄧㄛㆷ̇,tsunbokhuanntioh,chunbokhoanntioh,ㄗㄨㄣㆠㄛㄎㄨㆩㄉㄧㄛㆷ,tbkt,cbkt,ㄗㆠㄎㄉ,True,False
liu-bué-á-kiánn,溜尾仔囝,12,liu-bóe-á-kiáⁿ,liu1bue2a2kiann2,liu1boe2a2kiann2,ㄌㄧㄨㆠㄨㆤˋㄚˋㄍㄧㆩˋ,liubueakiann,liuboeakiann,ㄌㄧㄨㆠㄨㆤㄚㄍㄧㆩ,lbak,lbak,ㄌㆠㄚㄍ,True,False
liu--lo̍h-lâi,溜落來,12,liu--lo̍h-lâi,liu1loh8lai5,liu1loh8lai5,ㄌㄧㄨㄌㄛㆷ̇ㄌㄞˊ,liulohlai,liulohlai,ㄌㄧㄨㄌㄛㆷㄌㄞ,lll,lll,ㄌㄌㄌ,True,False
un-sik-hāu-ìng,溫室效應,12,un-sek-hāu-èng,un1sik4hau7ing3,un1sek4hau7eng3,ㄨㄣㄒㄧㆻㄏㄠ˫ㄧㄥ˪,unsikhauing,unsekhaueng,ㄨㄣㄒㄧㆻㄏㄠㄧㄥ,ushi,ushe,ㄨㄒㄏㄧ,True,False
sip-sip-á-hōo,溼溼仔雨,12,sip-sip-á-hō͘,sip4sip4a2hoo7,sip4sip4a2hoo7,ㄒㄧㆴㄒㄧㆴㄚˋㄏㆦ˫,sipsipahoo,sipsipahoo,ㄒㄧㆴㄒㄧㆴㄚㄏㆦ,ssah,ssah,ㄒㄒㄚㄏ,True,False
kún-tsuí-bē-lô,滾水袂濁,12,kún-chúi-bē-lô,kun2tsui2be7lo5,kun2chui2be7lo5,ㄍㄨㄣˋㄗㄨㄧˋㆠㆤ˫ㄌㄛˊ,kuntsuibelo,kunchuibelo,ㄍㄨㄣㄗㄨㄧㆠㆤㄌㄛ,ktbl,kcbl,ㄍㄗㆠㄌ,True,False
kún-lún-tsūn-kún,滾碖捘滾,12,kún-lún-chūn-kún,kun2lun2tsun7kun2,kun2lun2chun7kun2,ㄍㄨㄣˋㄌㄨㄣˋㄗㄨㄣ˫ㄍㄨㄣˋ,kunluntsunkun,kunlunchunkun,ㄍㄨㄣㄌㄨㄣㄗㄨㄣㄍㄨㄣ,kltk,klck,ㄍㄌㄗㄍ,True,False
buán-tē-kim-tsînn,滿地金錢,12,boán-tē-kim-chîⁿ,buan2te7kim1tsinn5,boan2te7kim1chinn5,ㆠㄨㄢˋㄉㆤ˫ㄍㄧㆬㄐㆪˊ,buantekimtsinn,boantekimchinn,ㆠㄨㄢㄉㆤㄍㄧㆬㄐㆪ,btkt,btkc,ㆠㄉㄍㄐ,True,False
muá-iûnn-ti̍t-kài,滿洋直蓋,12,móa-iûⁿ-ti̍t-kài,mua2iunn5tit8kai3,moa2iunn5tit8kai3,ㄇㄨㄚˋㄧㆫˊㄉㄧㆵ̇ㄍㄞ˪,muaiunntitkai,moaiunntitkai,ㄇㄨㄚㄧㆫㄉㄧㆵㄍㄞ,mitk,mitk,ㄇㄧㄉㄍ,True,False
buán-tsiu-lī-a,滿洲利亞,12,boán-chiu-lī-a,buan2tsiu1li7a1,boan2chiu1li7a1,ㆠㄨㄢˋㄐㄧㄨㄌㄧ˫ㄚ,buantsiulia,boanchiulia,ㆠㄨㄢㄐㄧㄨㄌㄧㄚ,btla,bcla,ㆠㄐㄌㄚ,True,False
muá-sin-tiōng-kuānn,滿身重汗,12,móa-sin-tiōng-kōaⁿ,mua2sin1tiong7kuann7,moa2sin1tiong7koann7,ㄇㄨㄚˋㄒㄧㄣㄉㄧㆲ˫ㄍㄨㆩ˫,muasintiongkuann,moasintiongkoann,ㄇㄨㄚㄒㄧㄣㄉㄧㆲㄍㄨㆩ,mstk,mstk,ㄇㄒㄉㄍ,True,False
muá-sin-tāng-kuānn,滿身重汗,12,móa-sin-tāng-kōaⁿ,mua2sin1tang7kuann7,moa2sin1tang7koann7,ㄇㄨㄚˋㄒㄧㄣㄉㄤ˫ㄍㄨㆩ˫,muasintangkuann,moasintangkoann,ㄇㄨㄚㄒㄧㄣㄉㄤㄍㄨㆩ,mstk,mstk,ㄇㄒㄉㄍ,True,False
lo̍k-kôo-á-muâi,漉糊仔糜,12,lo̍k-kô͘-á-moâi,lok8koo5a2muai5,lok8koo5a2moai5,ㄌㆦㆻ̇ㄍㆦˊㄚˋㄇㄨㄞˊ,lokkooamuai,lokkooamoai,ㄌㆦㆻㄍㆦㄚㄇㄨㄞ,lkam,lkam,ㄌㄍㄚㄇ,True,False
lo̍k-kôo-muâi-á,漉糊糜仔,12,lo̍k-kô͘-moâi-á,lok8koo5muai5a2,lok8koo5moai5a2,ㄌㆦㆻ̇ㄍㆦˊㄇㄨㄞˊㄚˋ,lokkoomuaia,lokkoomoaia,ㄌㆦㆻㄍㆦㄇㄨㄞㄚ,lkma,lkma,ㄌㄍㄇㄚ,True,False
lo̍k-kôo-muê-á,漉糊糜仔,12,lo̍k-kô͘-môe-á,lok8koo5mue5a2,lok8koo5moe5a2,ㄌㆦㆻ̇ㄍㆦˊㄇㄨㆤˊㄚˋ,lokkoomuea,lokkoomoea,ㄌㆦㆻㄍㆦㄇㄨㆤㄚ,lkma,lkma,ㄌㄍㄇㄚ,True,False
àu-kê-siânn-sîn,漚膎唌蠅,12,àu-kê-siâⁿ-sîn,au3ke5siann5sin5,au3ke5siann5sin5,ㄠ˪ㄍㆤˊㄒㄧㆩˊㄒㄧㄣˊ,aukesiannsin,aukesiannsin,ㄠㄍㆤㄒㄧㆩㄒㄧㄣ,akss,akss,ㄠㄍㄒㄒ,True,False
hàn-thann-pēnn-to̍k,漢他病毒,12,hàn-thaⁿ-pēⁿ-to̍k,han3thann1penn7tok8,han3thann1penn7tok8,ㄏㄢ˪ㄊㆩㄅㆥ˫ㄉㆦㆻ̇,hanthannpenntok,hanthannpenntok,ㄏㄢㄊㆩㄅㆥㄉㆦㆻ,htpt,htpt,ㄏㄊㄅㄉ,True,False
hàn-thann-pīnn-to̍k,漢他病毒,12,hàn-thaⁿ-pīⁿ-to̍k,han3thann1pinn7tok8,han3thann1pinn7tok8,ㄏㄢ˪ㄊㆩㄅㆪ˫ㄉㆦㆻ̇,hanthannpinntok,hanthannpinntok,ㄏㄢㄊㆩㄅㆪㄉㆦㆻ,htpt,htpt,ㄏㄊㄅㄉ,True,False
hàn-tsháu-tsin-hó,漢草真好,12,hàn-chháu-chin-hó,han3tshau2tsin1ho2,han3chhau2chin1ho2,ㄏㄢ˪ㄘㄠˋㄐㄧㄣㄏㄛˋ,hantshautsinho,hanchhauchinho,ㄏㄢㄘㄠㄐㄧㄣㄏㄛ,htth,hcch,ㄏㄘㄐㄏ,True,False
tsiang-tsuân-hâi-tàu,漳泉械鬥,12,chiang-choân-hâi-tàu,tsiang1tsuan5hai5tau3,chiang1choan5hai5tau3,ㄐㄧㄤㄗㄨㄢˊㄏㄞˊㄉㄠ˪,tsiangtsuanhaitau,chiangchoanhaitau,ㄐㄧㄤㄗㄨㄢㄏㄞㄉㄠ,ttht,ccht,ㄐㄗㄏㄉ,True,False
phòng-hong-tsuí-ke,澎風水蛙,12,phòng-hong-chúi-ke,phong3hong1tsui2ke1,phong3hong1chui2ke1,ㄆㆲ˪ㄏㆲㄗㄨㄧˋㄍㆤ,phonghongtsuike,phonghongchuike,ㄆㆲㄏㆲㄗㄨㄧㄍㆤ,phtk,phck,ㄆㄏㄗㄍ,True,True
kik-sí-lâ-lí,激死鯪鯉,12,kek-sí-lâ-lí,kik4si2la5li2,kek4si2la5li2,ㄍㄧㆻㄒㄧˋㄌㄚˊㄌㄧˋ,kiksilali,keksilali,ㄍㄧㆻㄒㄧㄌㄚㄌㄧ,ksll,ksll,ㄍㄒㄌㄌ,True,False
kik-khì-sio-thâi,激氣相刣,12,kek-khì-sio-thâi,kik4khi3sio1thai5,kek4khi3sio1thai5,ㄍㄧㆻㄎㄧ˪ㄒㄧㄛㄊㄞˊ,kikkhisiothai,kekkhisiothai,ㄍㄧㆻㄎㄧㄒㄧㄛㄊㄞ,kkst,kkst,ㄍㄎㄒㄊ,True,False
kik-tsán--ê,激讚的,12,kek-chán--ê,kik4tsan2e5,kek4chan2e5,ㄍㄧㆻㄗㄢˋㆤˊ,kiktsane,kekchane,ㄍㄧㆻㄗㄢㆤ,kte,kce,ㄍㄗㆤ,True,False
lông-sok-ka-pi,濃縮咖啡,12,lông-sok-ka-pi,long5sok4ka1pi1,long5sok4ka1pi1,ㄌㆲˊㄙㆦㆻㄍㄚㄅㄧ,longsokkapi,longsokkapi,ㄌㆲㄙㆦㆻㄍㄚㄅㄧ,lskp,lskp,ㄌㄙㄍㄅ,True,False
tsē-lâng-pēnn-pâng,濟人病房,12,chē-lâng-pēⁿ-pâng,tse7lang5penn7pang5,che7lang5penn7pang5,ㄗㆤ˫ㄌㄤˊㄅㆥ˫ㄅㄤˊ,tselangpennpang,chelangpennpang,ㄗㆤㄌㄤㄅㆥㄅㄤ,tlpp,clpp,ㄗㄌㄅㄅ,True,False
kuàn-hong-ang-á,灌風尪仔,12,koàn-hong-ang-á,kuan3hong1ang1a2,koan3hong1ang1a2,ㄍㄨㄢ˪ㄏㆲㄤㄚˋ,kuanhonganga,koanhonganga,ㄍㄨㄢㄏㆲㄤㄚ,khaa,khaa,ㄍㄏㄤㄚ,True,False
hué-hua-khì-ah,火化去矣,12,hóe-hoa-khì-ah,hue2hua1khi3ah4,hoe2hoa1khi3ah4,ㄏㄨㆤˋㄏㄨㄚㄎㄧ˪ㄚㆷ,huehuakhiah,hoehoakhiah,ㄏㄨㆤㄏㄨㄚㄎㄧㄚㆷ,hhka,hhka,ㄏㄏㄎㄚ,True,False
hué-iánn-jím-tsiá,火影忍者,12,hóe-iáⁿ-jím-chiá,hue2iann2jim2tsia2,hoe2iann2jim2chia2,ㄏㄨㆤˋㄧㆩˋㆢㄧㆬˋㄐㄧㄚˋ,hueiannjimtsia,hoeiannjimchia,ㄏㄨㆤㄧㆩㆢㄧㆬㄐㄧㄚ,hijt,hijc,ㄏㄧㆢㄐ,True,False
hóⁿ-íng-jím-tsiá,火影忍者,12,hóⁿ-éng-jím-chiá,hoⁿ2ing2jim2tsia2,honn2eng2jim2chia2,,hoⁿingjimtsia,honnengjimchia,,hijt,hejc,,True,False
hué-tsai-pó-hiám,火災保險,12,hóe-chai-pó-hiám,hue2tsai1po2hiam2,hoe2chai1po2hiam2,ㄏㄨㆤˋㄗㄞㄅㄛˋㄏㄧㆰˋ,huetsaipohiam,hoechaipohiam,ㄏㄨㆤㄗㄞㄅㄛㄏㄧㆰ,htph,hcph,ㄏㄗㄅㄏ,True,False
hé-tsai-pó-hiám,火災保險,12,hé-chai-pó-hiám,he2tsai1po2hiam2,he2chai1po2hiam2,ㄏㆤˋㄗㄞㄅㄛˋㄏㄧㆰˋ,hetsaipohiam,hechaipohiam,ㄏㆤㄗㄞㄅㄛㄏㄧㆰ,htph,hcph,ㄏㄗㄅㄏ,True,False
hué-sio-kha-tshng,火燒尻川,12,hóe-sio-kha-chhng,hue2sio1kha1tshng1,hoe2sio1kha1chhng1,ㄏㄨㆤˋㄒㄧㄛㄎㄚㄘㆭ,huesiokhatshng,hoesiokhachhng,ㄏㄨㆤㄒㄧㄛㄎㄚㄘㆭ,hskt,hskc,ㄏㄒㄎㄘ,True,False
hué-ke-bah-pn̄g,火雞肉飯,12,hóe-ke-bah-pn̄g,hue2ke1bah4png7,hoe2ke1bah4png7,ㄏㄨㆤˋㄍㆤㆠㄚㆷㄅㆭ˫,huekebahpng,hoekebahpng,ㄏㄨㆤㄍㆤㆠㄚㆷㄅㆭ,hkbp,hkbp,ㄏㄍㆠㄅ,True,False
hué-liông-tsāi-thian,火龍在天,12,hóe-liông-chāi-thian,hue2liong5tsai7thian1,hoe2liong5chai7thian1,ㄏㄨㆤˋㄌㄧㆲˊㄗㄞ˫ㄊㄧㄢ,hueliongtsaithian,hoeliongchaithian,ㄏㄨㆤㄌㄧㆲㄗㄞㄊㄧㄢ,hltt,hlct,ㄏㄌㄗㄊ,True,False
hué-liông-hué-bé,火龍火馬,12,hóe-liông-hóe-bé,hue2liong5hue2be2,hoe2liong5hoe2be2,ㄏㄨㆤˋㄌㄧㆲˊㄏㄨㆤˋㆠㆤˋ,huelionghuebe,hoelionghoebe,ㄏㄨㆤㄌㄧㆲㄏㄨㆤㆠㆤ,hlhb,hlhb,ㄏㄌㄏㆠ,True,False
tsuànn-huà-tsuí-sòo,炭化水素,12,chòaⁿ-hòa-chúi-sò͘,tsuann3hua3tsui2soo3,choann3hoa3chui2soo3,ㄗㄨㆩ˪ㄏㄨㄚ˪ㄗㄨㄧˋㄙㆦ˪,tsuannhuatsuisoo,choannhoachuisoo,ㄗㄨㆩㄏㄨㄚㄗㄨㄧㄙㆦ,thts,chcs,ㄗㄏㄗㄙ,True,False
thuànn-tsuí-huà-bu̍t,炭水化物,12,thòaⁿ-chúi-hòa-bu̍t,thuann3tsui2hua3but8,thoann3chui2hoa3but8,ㄊㄨㆩ˪ㄗㄨㄧˋㄏㄨㄚ˪ㆠㄨㆵ̇,thuanntsuihuabut,thoannchuihoabut,ㄊㄨㆩㄗㄨㄧㄏㄨㄚㆠㄨㆵ,tthb,tchb,ㄊㄗㄏㆠ,True,False
tsuànn-ti-thâu-phuê,炸豬頭皮,12,chòaⁿ-ti-thâu-phôe,tsuann3ti1thau5phue5,choann3ti1thau5phoe5,ㄗㄨㆩ˪ㄉㄧㄊㄠˊㄆㄨㆤˊ,tsuanntithauphue,choanntithauphoe,ㄗㄨㆩㄉㄧㄊㄠㄆㄨㆤ,tttp,cttp,ㄗㄉㄊㄆ,True,False
uī-tio̍h-tsiong-lâi,為著將來,12,ūi-tio̍h-chiong-lâi,ui7tioh8tsiong1lai5,ui7tioh8chiong1lai5,ㄨㄧ˫ㄉㄧㄛㆷ̇ㄐㄧㆲㄌㄞˊ,uitiohtsionglai,uitiohchionglai,ㄨㄧㄉㄧㄛㆷㄐㄧㆲㄌㄞ,uttl,utcl,ㄨㄉㄐㄌ,True,False
uî-hui-tsok-tái,為非作歹,12,ûi-hui-chok-tái,ui5hui1tsok4tai2,ui5hui1chok4tai2,ㄨㄧˊㄏㄨㄧㄗㆦㆻㄉㄞˋ,uihuitsoktai,uihuichoktai,ㄨㄧㄏㄨㄧㄗㆦㆻㄉㄞ,uhtt,uhct,ㄨㄏㄗㄉ,True,False
uî-hui-sám-tsò,為非糝做,12,ûi-hui-sám-chò,ui5hui1sam2tso3,ui5hui1sam2cho3,ㄨㄧˊㄏㄨㄧㄙㆰˋㄗㄛ˪,uihuisamtso,uihuisamcho,ㄨㄧㄏㄨㄧㄙㆰㄗㄛ,uhst,uhsc,ㄨㄏㄙㄗ,True,False
oo-á-ba̍k-tsháu,烏仔目草,12,o͘-á-ba̍k-chháu,oo1a2bak8tshau2,oo1a2bak8chhau2,ㆦㄚˋㆠㄚㆻ̇ㄘㄠˋ,ooabaktshau,ooabakchhau,ㆦㄚㆠㄚㆻㄘㄠ,oabt,oabc,ㆦㄚㆠㄘ,True,False
oo-thôo-á-muê,烏塗仔糜,12,o͘-thô͘-á-môe,oo1thoo5a2mue5,oo1thoo5a2moe5,ㆦㄊㆦˊㄚˋㄇㄨㆤˊ,oothooamue,oothooamoe,ㆦㄊㆦㄚㄇㄨㆤ,otam,otam,ㆦㄊㄚㄇ,True,False
oo-tsím-hông-lê,烏嬸黃鸝,12,o͘-chím-hông-lê,oo1tsim2hong5le5,oo1chim2hong5le5,ㆦㄐㄧㆬˋㄏㆲˊㄌㆤˊ,ootsimhongle,oochimhongle,ㆦㄐㄧㆬㄏㆲㄌㆤ,othl,ochl,ㆦㄐㄏㄌ,True,False
oo-tsí-á-tsháu,烏子仔草,12,o͘-chí-á-chháu,oo1tsi2a2tshau2,oo1chi2a2chhau2,ㆦㄐㄧˋㄚˋㄘㄠˋ,ootsiatshau,oochiachhau,ㆦㄐㄧㄚㄘㄠ,otat,ocac,ㆦㄐㄚㄘ,True,False
oo-iánn-gîn-hâng,烏影銀行,12,o͘-iáⁿ-gîn-hâng,oo1iann2gin5hang5,oo1iann2gin5hang5,ㆦㄧㆩˋㆣㄧㄣˊㄏㄤˊ,ooiannginhang,ooiannginhang,ㆦㄧㆩㆣㄧㄣㄏㄤ,oigh,oigh,ㆦㄧㆣㄏ,True,False
oo-àm-sî-tāi,烏暗時代,12,o͘-àm-sî-tāi,oo1am3si5tai7,oo1am3si5tai7,ㆦㆰ˪ㄒㄧˊㄉㄞ˫,ooamsitai,ooamsitai,ㆦㆰㄒㄧㄉㄞ,oast,oast,ㆦㆰㄒㄉ,True,False
oo-àm--ê,烏暗的,12,o͘-àm--ê,oo1am3e5,oo1am3e5,ㆦㆰ˪ㆤˊ,ooame,ooame,ㆦㆰㆤ,oae,oae,ㆦㆰㆤ,True,False
oo-iú-khì-ah,烏有去矣,12,o͘-iú-khì-ah,oo1iu2khi3ah4,oo1iu2khi3ah4,ㆦㄧㄨˋㄎㄧ˪ㄚㆷ,ooiukhiah,ooiukhiah,ㆦㄧㄨㄎㄧㄚㆷ,oika,oika,ㆦㄧㄎㄚ,True,False
oo-iú--ah,烏有矣,12,o͘-iú--ah,oo1iu2ah4,oo1iu2ah4,ㆦㄧㄨˋㄚㆷ,ooiuah,ooiuah,ㆦㄧㄨㄚㆷ,oia,oia,ㆦㄧㄚ,True,False
oo-lí-á-tshài,烏李仔菜,12,o͘-lí-á-chhài,oo1li2a2tshai3,oo1li2a2chhai3,ㆦㄌㄧˋㄚˋㄘㄞ˪,ooliatshai,ooliachhai,ㆦㄌㄧㄚㄘㄞ,olat,olac,ㆦㄌㄚㄘ,True,False
oo-pe̍h-lông-kun,烏白郎君,12,o͘-pe̍h-lông-kun,oo1peh8long5kun1,oo1peh8long5kun1,ㆦㄅㆤㆷ̇ㄌㆲˊㄍㄨㄣ,oopehlongkun,oopehlongkun,ㆦㄅㆤㆷㄌㆲㄍㄨㄣ,oplk,oplk,ㆦㄅㄌㄍ,True,False
oo-suî-á-báng,烏蚋仔蠓,12,o͘-sûi-á-báng,oo1sui5a2bang2,oo1sui5a2bang2,ㆦㄙㄨㄧˊㄚˋㆠㄤˋ,oosuiabang,oosuiabang,ㆦㄙㄨㄧㄚㆠㄤ,osab,osab,ㆦㄙㄚㆠ,True,False
oo-bui--á,烏蝛仔,12,o͘-bui--á,oo1bui1a2,oo1bui1a2,ㆦㆠㄨㄧㄚˋ,oobuia,oobuia,ㆦㆠㄨㄧㄚ,oba,oba,ㆦㆠㄚ,True,False
oo-niau-á-bú,烏貓仔母,12,o͘-niau-á-bú,oo1niau1a2bu2,oo1niau1a2bu2,ㆦㄋㄧㄠㄚˋㆠㄨˋ,ooniauabu,ooniauabu,ㆦㄋㄧㄠㄚㆠㄨ,onab,onab,ㆦㄋㄚㆠ,True,True
oo-niau-tsí-á,烏貓姐仔,12,o͘-niau-chí-á,oo1niau1tsi2a2,oo1niau1chi2a2,ㆦㄋㄧㄠㄐㄧˋㄚˋ,ooniautsia,ooniauchia,ㆦㄋㄧㄠㄐㄧㄚ,onta,onca,ㆦㄋㄐㄚ,True,True
oo-niau-bú-lú,烏貓母女,12,o͘-niau-bú-lú,oo1niau1bu2lu2,oo1niau1bu2lu2,ㆦㄋㄧㄠㆠㄨˋㄌㄨˋ,ooniaubulu,ooniaubulu,ㆦㄋㄧㄠㆠㄨㄌㄨ,onbl,onbl,ㆦㄋㆠㄌ,True,True
oo-niau-oo-káu,烏貓烏狗,12,o͘-niau-o͘-káu,oo1niau1oo1kau2,oo1niau1oo1kau2,ㆦㄋㄧㄠㆦㄍㄠˋ,ooniauookau,ooniauookau,ㆦㄋㄧㄠㆦㄍㄠ,onok,onok,ㆦㄋㆦㄍ,True,False
oo-kha-sai-lâm,烏跤西淋,12,o͘-kha-sai-lâm,oo1kha1sai1lam5,oo1kha1sai1lam5,ㆦㄎㄚㄙㄞㄌㆰˊ,ookhasailam,ookhasailam,ㆦㄎㄚㄙㄞㄌㆰ,oksl,oksl,ㆦㄎㄙㄌ,True,False
oo-sian-oo-sian,烏鉎烏鉎,12,o͘-sian-o͘-sian,oo1sian1oo1sian1,oo1sian1oo1sian1,ㆦㄒㄧㄢㆦㄒㄧㄢ,oosianoosian,oosianoosian,ㆦㄒㄧㄢㆦㄒㄧㄢ,osos,osos,ㆦㄒㆦㄒ,True,False
oo-hûn-sit-àm,烏雲失暗,12,o͘-hûn-sit-àm,oo1hun5sit4am3,oo1hun5sit4am3,ㆦㄏㄨㄣˊㄒㄧㆵㆰ˪,oohunsitam,oohunsitam,ㆦㄏㄨㄣㄒㄧㆵㆰ,ohsa,ohsa,ㆦㄏㄒㆰ,True,False
oo-hûn-tà-bū,烏雲罩霧,12,o͘-hûn-tà-bū,oo1hun5ta3bu7,oo1hun5ta3bu7,ㆦㄏㄨㄣˊㄉㄚ˪ㆠㄨ˫,oohuntabu,oohuntabu,ㆦㄏㄨㄣㄉㄚㆠㄨ,ohtb,ohtb,ㆦㄏㄉㆠ,True,False
